,name,hand,height,rang,matchs,win,pourc_return_win_pnt,pourc_break_games,pourc_break_point_made,pourc_break_point_saved,pourc_serv_games_win,pourc_serv_in,mean_ranking_oppo,pourc_serv_win_pnt,Under Pressure Rating, % Break Point Saved, % Break Points Converted Pressure, % Deciding Sets Won, % Tie Breaks Won
337,dick norman,L,203.0,,9.0,2.0,0.33615474454790095,0.12769637769637765,0.21296296296296297,0.5471580888247556,0.7000067833401168,0.5806580882073451,60.77777777777778,0.5875330628784903,,,,,
338,fernando verdasco,L,188.0,,61.0,34.0,0.3885038317251866,0.26096705287640676,0.437826199301609,0.5709549557910215,0.8093267401729309,0.6514869077310352,88.49180327868852,0.651756606672088,205.3,62.3%,43.3%,45.5%,54.2%
339,tomas berdych,R,196.0,,60.0,32.0,0.3648239189560083,0.2291268639416102,0.4188498075998078,0.5144044381544381,0.7961945258617084,0.5746970487613802,48.9,0.6417847840954375,200.7,61.2%,40.9%,52.2%,46.4%
340,florian mayer,R,190.0,,46.0,21.0,0.3668086544538477,0.2322956827912071,0.4106445486880269,0.4888374910114041,0.6887274277299852,0.6176936560232533,59.73913043478261,0.5847698052034983,218.2,52.6%,39.1%,72.7%,53.8%
341,joachim johansson,R,198.0,,31.0,18.0,0.315770584432653,0.13784052278607184,0.31083339494155426,0.6073870573870574,0.858342107868756,0.5970337042973058,72.06451612903226,0.6777616794117722,215.3,65.1%,35.5%,55.6%,59.1%
342,dmitry tursunov,R,185.0,,26.0,11.0,0.38401099594490434,0.26327542244873753,0.4821117984579522,0.6028031075259583,0.7814248750347667,0.5598110256622986,43.11538461538461,0.6331661994177199,200.9,65.8%,46.1%,35.7%,53.3%
343,julien benneteau,R,185.0,,20.0,4.0,0.3690725605712289,0.23435134310134315,0.40575396825396826,0.5728059440559441,0.6218388555888555,0.6389694875529577,58.45,0.5570559347623669,,,,,
344,olivier patience,R,180.0,,6.0,1.0,0.35833075466942743,0.2461060181648417,0.31014309764309766,0.4920454545454545,0.7285533910533911,0.5589943051457689,53.166666666666664,0.5847883725242161,,,,,
345,gilles elseneer,R,188.0,,3.0,1.0,0.32758009922566883,0.14285714285714288,0.2916666666666667,0.5992063492063492,0.7821969696969697,0.5829024999526556,52.666666666666664,0.6366736047626672,,,,,
346,thierry ascione,R,188.0,,5.0,1.0,0.32648445116586533,0.1494409937888199,0.34171428571428575,0.488095238095238,0.6448616600790513,0.6321329813976873,27.8,0.5589018171371112,,,,,
347,potito starace,R,188.0,,33.0,13.0,0.3772607940002484,0.2331000797578338,0.3972582972582973,0.6018280629524649,0.7163032342458181,0.7351298948633327,85.06060606060606,0.5990670511540609,187.5,61.0%,43.2%,33.3%,50.0%
348,juan monaco,R,185.0,,41.0,16.0,0.3740742091853759,0.24134286074367625,0.3869797885041788,0.5069918205499268,0.7007009903853519,0.6530675050211745,69.90243902439025,0.5885440432387999,174.1,56.0%,42.4%,40.0%,35.7%
349,philipp kohlschreiber,R,178.0,,36.0,11.0,0.3568387316871218,0.19522920343998773,0.38187915479582146,0.5444691111357778,0.7261124541761796,0.5725614389527178,86.22222222222223,0.6071685643491802,204.8,58.1%,38.4%,75.0%,33.3%
350,nicolas almagro,R,183.0,,32.0,12.0,0.3662301127444567,0.21432663859034545,0.4474254044566545,0.6669957692161639,0.7808122849323825,0.6227269004290366,63.84375,0.6164401864193606,163.1,66.4%,43.1%,27.3%,26.3%
351,kristof vliegen,R,193.0,,11.0,4.0,0.31168463870068636,0.11053719008264462,0.3127705627705627,0.546517119244392,0.6686147186147187,0.6423401207923125,33.81818181818182,0.5886580564705218,,,,,
352,yen hsun lu,R,180.0,,4.0,0.0,0.3353405825197603,0.21631944444444445,0.490625,0.3768398268398268,0.658779761904762,0.5866733665331076,82.25,0.5742697608310855,,,,,
353,jan hernych,R,190.0,,39.0,18.0,0.3798678101304102,0.24899264987083514,0.44927322849149476,0.5897155683176164,0.7195300725665098,0.6581247103419504,84.25641025641026,0.5995364499195004,197.4,61.5%,41.3%,41.7%,52.9%
354,ricardo mello,L,175.0,,35.0,12.0,0.36915253636970935,0.21926803355374783,0.33856952571238286,0.5088876996019854,0.6857618321528097,0.6500976212955449,126.02857142857142,0.5905705109788353,166.1,55.9%,38.7%,28.6%,42.9%
355,gilles muller,L,193.0,,41.0,20.0,0.3148124906397644,0.13294243658964644,0.3963995354239257,0.609034854034854,0.7958642584897965,0.6080756465219003,70.14634146341463,0.6453664766392389,225.2,68.0%,34.3%,54.5%,68.4%
356,nicolas mahut,R,190.0,,2.0,0.0,0.20655848546315078,0.04999999999999999,0.07142857142857142,0.5833333333333333,0.7424242424242424,0.6169014084507043,19.0,0.5808978873239437,,,,,
357,gael monfils,R,193.0,,46.0,24.0,0.3870030380066149,0.2591606237049769,0.4188678217282336,0.5297299319038445,0.7066101171229724,0.5366326564361227,57.630434782608695,0.6024227090262088,223.2,53.1%,43.5%,53.3%,73.3%
358,ivo minar,R,183.0,,23.0,11.0,0.3474956465075018,0.20823457943023155,0.43417409884801195,0.5907083254909342,0.7498814484747992,0.5208194193193987,55.26086956521739,0.6075138370569804,,,,,
359,kevin kim,R,180.0,,44.0,19.0,0.3577791062415639,0.21689686576050218,0.3835852279034098,0.6092116217116218,0.7540072402418138,0.5999905887872448,111.29545454545455,0.6129332007739285,184.7,59.8%,38.5%,50.0%,36.4%
360,robin vik,R,183.0,,16.0,7.0,0.3825620519651922,0.24331389607124904,0.5754633387445887,0.5269345238095238,0.6657401218062983,0.6271071540379576,52.1875,0.5847476902255637,,,,,
361,guillermo garcia lopez,R,188.0,,43.0,17.0,0.38867603477063484,0.26549522009418336,0.42302105099642734,0.530617558156438,0.6978734121175982,0.651392582752797,86.34883720930233,0.5903532260831805,,,,,
362,lukas dlouhy,R,185.0,,8.0,1.0,0.34493398451765844,0.18854166666666666,0.40274621212121214,0.5171043417366947,0.5739448051948053,0.576251889806044,32.125,0.538399403490316,,,,,
363,jerome haehnel,R,185.0,,10.0,1.0,0.31484261003418357,0.1354248366013072,0.24245726495726494,0.388975468975469,0.575734126984127,0.5421389094671255,52.1,0.5287973676144863,,,,,
364,janko tipsarevic,R,180.0,,15.0,5.0,0.3553009368376658,0.226007326007326,0.3191438191438191,0.4304761904761905,0.7341734808401473,0.49053590367615146,49.333333333333336,0.6086638661083239,,,,,
365,marcos baghdatis,R,183.0,,21.0,10.0,0.37159990227214135,0.24180288563304927,0.49634214991357856,0.5353692603692604,0.7930927499204808,0.5725098657612767,63.857142857142854,0.643010558228985,,,,,
366,razvan sabau,R,185.0,,16.0,6.0,0.3515795181203043,0.20404439310689312,0.3246663059163059,0.4832115800865801,0.6232455351021527,0.6107258288172281,80.8125,0.5532109985601933,,,,,
367,stan wawrinka,R,183.0,,27.0,14.0,0.372482761066865,0.20320570560357834,0.3516118438633058,0.5818498990721213,0.7853851340363781,0.562493395443509,71.33333333333333,0.6336410637583151,198.1,62.6%,34.3%,54.5%,46.7%
368,alessio di mauro,L,185.0,,6.0,2.0,0.3223627306385067,0.16496836496836495,0.3680555555555556,0.46494708994709,0.7136962574462574,0.6035107268478336,74.16666666666667,0.60380988146931,,,,,
369,andreas seppi,R,190.0,,32.0,16.0,0.3717394729281039,0.22824389018274466,0.3992567711087932,0.6381453182234433,0.7350464252916846,0.5675397085137629,46.3125,0.604528539498035,221.2,65.7%,38.4%,60.0%,57.1%
370,florent serra,R,180.0,,20.0,10.0,0.41166334896262924,0.31080175005518257,0.4759103396603397,0.44541035353535346,0.7201657641875032,0.586662149639477,67.5,0.5976808217820816,,,,,
371,daniele bracciali,R,180.0,,11.0,4.0,0.3200319783582899,0.12637400230983123,0.26682408500590316,0.5677390791027155,0.7890384363111635,0.5263533262741752,37.90909090909091,0.6456816742396282,,,,,
372,andy murray,R,190.0,,17.0,9.0,0.3670642722892306,0.2177403443388098,0.5153100455868622,0.5818890431893529,0.7875302872745327,0.5096840412539418,35.411764705882355,0.6328453328380662,219.1,62.7%,42.0%,41.7%,72.7%
373,bjorn phau,R,175.0,,21.0,8.0,0.3723173013363202,0.2475408513573779,0.38731790696076407,0.5136146040907946,0.6834458310648787,0.5336187320961445,110.19047619047619,0.5879029966041985,,,,,
374,jimmy wang,R,178.0,,9.0,3.0,0.3424090078667792,0.17083333333333334,0.34696969696969693,0.5046023965141612,0.7449094115760783,0.629936652474261,51.77777777777778,0.6297697233668393,,,,,
375,novak djokovic,R,188.0,,17.0,9.0,0.3765668319747886,0.2569866408101702,0.4503441051451432,0.5722052457346576,0.756540404040404,0.6333276848260048,45.88235294117647,0.6176830012640784,219.4,59.0%,40.4%,40.0%,80.0%
376,santiago ventura,R,183.0,,24.0,9.0,0.3692964267407198,0.22557141932141936,0.4004178691678692,0.5188630813630813,0.6320927336552337,0.5466346708605789,96.91666666666667,0.5611596746891506,,,,,
379,frank dancevic,R,185.0,,4.0,0.0,0.29561381290104694,0.03125,0.041666666666666664,0.4851190476190476,0.4826388888888889,0.5369777628032345,45.25,0.5049696765498652,,,,,
380,gilles simon,R,183.0,,9.0,6.0,0.39983482012864024,0.291045991045991,0.5092796092796094,0.5469135802469136,0.7582892416225749,0.5339318265427606,52.666666666666664,0.6161311376412044,,,,,
381,oliver marach,R,185.0,,5.0,2.0,0.35848730842338955,0.21019607843137256,0.39206349206349206,0.6028571428571429,0.8059173669467787,0.6001729454919991,36.4,0.6377084809008287,,,,,
382,carlos berlocq,R,183.0,,1.0,0.0,0.3076923076923077,0.0,0.0,0.3333333333333333,0.5,0.5952380952380952,79.0,0.5238095238095238,,,,,
383,marcos daniel,R,180.0,,2.0,0.0,0.26981907894736845,0.08116883116883117,0.3125,0.7307692307692308,0.7167832167832169,0.592441209406495,9.5,0.5764837625979844,,,,,
385,simon greul,R,185.0,,2.0,0.0,0.31495069938087594,0.13571428571428568,0.2708333333333333,0.5833333333333333,0.6880952380952381,0.5620723362658846,74.0,0.6034538937764744,,,,,
386,danai udomchoke,R,173.0,,4.0,1.0,0.3570831630104011,0.1951344707923655,0.48651960784313725,0.49981962481962483,0.6501424501424502,0.5551679546851673,35.0,0.5860117531688183,,,,,
387,igor kunitsyn,R,180.0,,5.0,3.0,0.4077317917879836,0.29555555555555557,0.4471428571428572,0.4371428571428571,0.7107070707070706,0.5610290141481792,53.2,0.6183121463774985,,,,,
388,marc gicquel,R,188.0,,3.0,2.0,0.4158530149096187,0.375,0.4666666666666666,0.36190476190476195,0.7777777777777777,0.638888888888889,32.0,0.6945868945868946,,,,,
389,teymuraz gabashvili,R,188.0,,5.0,1.0,0.3523812256609961,0.190491452991453,0.2861111111111111,0.21714285714285714,0.6379975579975581,0.5352723446172265,54.8,0.5903368026629213,,,,,
391,alejandro falla,L,185.0,,2.0,0.0,0.27230443974630025,0.0625,0.16666666666666666,0.606060606060606,0.5,0.5884615384615384,74.0,0.5025641025641026,,,,,
393,bobby reynolds,R,183.0,,11.0,4.0,0.3254680086376048,0.15734832800050194,0.3336181362497152,0.5599075167256986,0.7445934171230614,0.5806439404403588,50.0,0.6226643482156037,,,,,
394,denis gremelmayr,L,183.0,,3.0,0.0,0.3594015758964213,0.1333333333333333,0.24074074074074073,0.4666666666666666,0.6750000000000002,0.5861713913326816,49.666666666666664,0.560543685704976,,,,,
395,amer delic,R,196.0,,3.0,0.0,0.32415674603174605,0.11111111111111112,0.2222222222222222,0.6458333333333334,0.6548821548821548,0.5953992501123648,32.0,0.5854948785276654,,,,,
398,robert kendrick,R,190.0,,1.0,0.0,0.3364485981308411,0.0625,0.16666666666666666,0.7142857142857143,0.8666666666666667,0.5869565217391305,50.0,0.6739130434782609,,,,,
399,martin vassallo arguello,R,183.0,,2.0,1.0,0.324822695035461,0.13333333333333336,0.2222222222222222,0.6071428571428572,0.675,0.6537216828478964,76.5,0.5856526429341964,,,,,
402,alexander peya,R,183.0,,1.0,0.0,0.3157894736842105,0.15384615384615385,0.4,0.6923076923076923,0.6923076923076923,0.6288659793814433,23.0,0.5773195876288659,,,,,
404,chris guccione,L,201.0,,4.0,1.0,0.29117013780144063,0.08333333333333331,0.1382783882783883,0.3125,0.7904761904761906,0.5827982810920121,32.5,0.6667340748230537,,,,,
405,ivan navarro,R,183.0,,3.0,2.0,0.376630239251664,0.20833333333333334,0.39285714285714285,0.9111111111111111,0.8666666666666667,0.5473895582329318,42.666666666666664,0.6673029781463516,,,,,
406,michael berrer,L,193.0,,3.0,1.0,0.2840808416389812,0.06666666666666665,0.13333333333333333,0.25555555555555554,0.7012987012987013,0.6250690383099857,41.333333333333336,0.6429218540906699,,,,,
408,peter luczak,R,183.0,,11.0,2.0,0.32232446054432917,0.14458463753777576,0.32546897546897546,0.4635916784138127,0.6946346253658505,0.6511845862420599,34.09090909090909,0.5804641690573852,,,,,
409,jo-wilfried tsonga,R,188.0,,1.0,0.0,0.2926829268292683,0.0714285714285714,0.125,0.5833333333333334,0.6153846153846154,0.5294117647058824,3.0,0.5529411764705883,,,,,
411,nicolas devilder,L,173.0,,2.0,0.0,0.27199074074074076,0.05555555555555558,0.16666666666666666,0.42857142857142855,0.5347222222222222,0.6,19.5,0.5272727272727272,,,,,
412,juan pablo guzman,L,178.0,,1.0,0.0,0.3493975903614458,0.15384615384615385,0.2222222222222222,0.5,0.6923076923076923,0.625,46.0,0.5625,,,,,
420,dudi sela,R,175.0,,1.0,0.0,0.37333333333333335,0.16666666666666663,0.3333333333333333,0.5,0.2727272727272727,0.620253164556962,1.0,0.4050632911392405,,,,,
422,donald young,L,183.0,,3.0,0.0,0.316187069506989,0.13257575757575757,0.4166666666666667,0.3162393162393162,0.4966329966329966,0.5863442113442113,86.33333333333333,0.5013597513597513,,,,,
425,philipp petzschner,R,185.0,,1.0,0.0,0.32038834951456313,0.06666666666666665,0.14285714285714285,0.6666666666666666,0.9333333333333333,0.5555555555555556,45.0,0.6888888888888889,,,,,
430,sergiy stakhovsky,R,193.0,,5.0,2.0,0.28125869432580836,0.12361111111111112,0.3171717171717172,0.6333333333333332,0.7236111111111111,0.6934123847167325,58.0,0.6141106719367588,,,,,
431,wayne odesnik,L,180.0,,2.0,0.0,0.31404518329070763,0.04545454545454547,0.08333333333333333,0.55,0.797979797979798,0.6537433155080214,55.5,0.6417112299465241,,,,,
432,paul capdeville,R,190.0,,2.0,1.0,0.37588731144631765,0.243859649122807,0.3493589743589744,0.5227272727272727,0.7280701754385965,0.5651433549817836,46.5,0.5939331538095992,,,,,
433,juan pablo brzezicki,R,178.0,,3.0,0.0,0.3478321678321678,0.20726495726495728,0.4944444444444444,0.6559577677224736,0.6071428571428571,0.6088754504917232,56.333333333333336,0.5340602284527519,,,,,
434,roko karanusic,R,183.0,,4.0,0.0,0.28926659495814944,0.09246031746031746,0.3125,0.5733082706766918,0.5765873015873015,0.6001692587881592,56.75,0.535913939639223,,,,,
439,andreas beck,L,190.0,,1.0,0.0,0.3018867924528302,0.11111111111111116,0.25,0.7142857142857143,0.5555555555555556,0.5303030303030303,13.0,0.5303030303030303,,,,,
440,daniel koellerer,R,180.0,,2.0,0.0,0.3879875939401169,0.1607142857142857,0.3625,0.6306818181818181,0.7261904761904762,0.8060897435897436,48.0,0.6137820512820513,,,,,
444,victor crivoi,R,185.0,,1.0,0.0,0.4578313253012048,0.46153846153846156,0.6666666666666666,0.5,0.4666666666666667,0.6915887850467289,68.0,0.4766355140186916,,,,,
447,marco chiudinelli,R,185.0,,3.0,1.0,0.28410520297312747,0.17000891265597148,0.625,0.47222222222222215,0.6559912854030501,0.682411840170218,40.666666666666664,0.5787493350855785,,,,,
450,rajeev ram,R,193.0,,2.0,0.0,0.33584415584415583,0.18518518518518517,0.5357142857142857,0.461038961038961,0.6481481481481481,0.5752688172043011,53.5,0.5725806451612903,,,,,
456,lukasz kubot,R,190.0,,1.0,0.0,0.27450980392156865,0.0,0.0,0.2,0.5,0.8301886792452831,33.0,0.49056603773584906,,,,,
471,rui machado,R,178.0,,1.0,0.0,0.4125,0.3076923076923077,0.5,0.4166666666666667,0.46153846153846156,0.620253164556962,94.0,0.4810126582278481,,,,,
478,alex bogomolov jr,R,178.0,,2.0,0.0,0.43028499278499277,0.30000000000000004,0.575,0.5265151515151515,0.3833333333333333,0.6903235653235653,53.0,0.4674145299145299,,,,,
489,go soeda,R,178.0,,2.0,0.0,0.29593373493975905,0.13839285714285715,0.7142857142857143,0.4722222222222222,0.7276785714285714,0.5752199962553829,48.0,0.5960962366598015,,,,,
497,brian baker,R,190.0,,4.0,1.0,0.3208291721800629,0.08055555555555557,0.11858974358974358,0.7294372294372294,0.8334795321637427,0.6121672290963629,37.25,0.6374390701162355,,,,,
